,COMP_CODE,REF_KEY1,AC_DOC_NR,PSTNG_DATE,CREATEDON,DOC_DATE,PROFIT_CTR,PROFIT_CTR,AC_DOC_TYP,POST_KEY,POST_KEY,CREDITOR,NAME,GL_ACCOUNT,GL_ACCOUNT,CUSTOMER,POSTXT,BIC_ZUSERNAM,ZBKTXT,ZTCODE,DEB_CRE_USD,BIC_ZTERMPAY,BIC_ZTERMPAY,MATL_GROUP,ACCNT_GRPV,BIC_ZUSERNAM_BINARY,TransCount,textappend,TriggerWord,scores,anomaly
31,1003,EDIINV,5100010998,2020-01-17,2020-01-17,2020-01-16,12085,12085,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1685.72,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,HIREGENICS INC nan nan,0,0.11772071426837294,1
32,1003,nan_REF_KEY1,5000105269,2019-06-03,2019-06-03,2019-06-03,12250,12250,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64000101,64000101,nan_CUSTOMER,BOTTLE SQUARE PETG 60ML 96/CS,AUTOSYS,,MB01,1330.42,23,23,nan_MATL_GROUP,Z001,SYSTEM,23,FISHER SCIENTIFIC COMPANY LLC BOTTLE SQUARE PETG 60ML 96/CS nan,0,0.06821173573607242,1
33,1003,nan_REF_KEY1,5000076358,2020-04-23,2020-04-23,2020-04-23,12071,12071,WE,81,81,10009414,MICROGENICS CORPORATION,51000101,51000101,56592231,,PAWELGS,,MIGO_GR,93.0,13,13,Inventory,Z001,USER,15,MICROGENICS CORPORATION nan nan,0,0.07579485143666115,1
34,1003,EDIINV,5100167149,2020-08-28,2020-08-28,2020-08-27,12260,12260,RE,81,81,10127642,COLLABERA,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,139.41,23,23,nan_MATL_GROUP,Z001,SYSTEM,3,COLLABERA nan nan,1,-0.02593025239998803,-1
35,1003,OCRINV,5100166753,2019-08-23,2019-08-23,2019-08-19,12250,12250,RE,40,40,30086991,LIFE TECHNOLOGIES CORPORATION,53100802,53100802,nan_CUSTOMER,,C_ERP_BRAINW,,MIRO,112.0,23,23,nan_MATL_GROUP,Z003,USER,2,LIFE TECHNOLOGIES CORPORATION nan nan,0,-0.08159689022671235,-1
36,1003,EDIINV,5100090015,2020-05-08,2020-05-08,2020-05-08,12085,12085,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1350.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,"EXPERIS US, INC. nan nan",0,0.11614816927103216,1
37,1003,nan_REF_KEY1,5000137047,2020-07-21,2020-07-21,2020-07-21,12071,12071,WE,81,81,10032383,BIO RAD LABORATORIES INC,51000101,51000101,56670689,,PAWELGS,,MIGO_GR,1134.0,17,17,Inventory,Z001,USER,25,BIO RAD LABORATORIES INC nan nan,1,-0.015993406503548968,-1
38,1003,nan_REF_KEY1,5000070209,2019-04-12,2019-04-12,2019-04-12,12071,12071,WE,40,40,10154037,NYPRO CHICAGO,53100801,53100801,nan_CUSTOMER,QR666447,GARCIFX1,,MIGO_GR,142.41,24,24,Inventory,Z001,USER,20,NYPRO CHICAGO QR666447 nan,0,0.0733871462872549,1
39,1003,EDIINV,5100133612,2019-07-06,2019-07-06,2019-07-04,12270,12270,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,2374.96,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,"EXPERIS US, INC. nan nan",0,0.07908054941231951,1
40,1003,nan_REF_KEY1,5000192650,2020-10-16,2020-10-16,2020-10-15,12085,12085,WE,81,81,10174680,NEW YORK BIOLOGICS INC,64000101,64000101,nan_CUSTOMER,TOTAL T3 (TT3) SERUM (0 - 6 NG/ML),AUTOSYS,,MB01,72.0,24,24,nan_MATL_GROUP,Z001,SYSTEM,5,NEW YORK BIOLOGICS INC TOTAL T3 (TT3) SERUM (0 - 6 NG/ML) nan,0,0.09089242448186408,1
41,1000,nan_REF_KEY1,5000000282,2019-02-14,2019-02-14,2019-02-14,12071,12071,WE,81,81,10032626,EMD MILLIPORE CORP,50100102,50100102,nan_CUSTOMER,ZWAL6INST - DEINSTALL MISC.,AUTOSYS,,MB01,637.5,23,23,nan_MATL_GROUP,Z001,SYSTEM,6,EMD MILLIPORE CORP ZWAL6INST - DEINSTALL MISC. nan,0,0.08786335443751575,1
42,1003,EDIINV,5100141343,2020-07-24,2020-07-24,2020-07-23,17853,17853,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,2184.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,HIREGENICS INC nan nan,0,0.10415862542385201,1
43,1003,EDIINV,5100025888,2019-02-08,2019-02-08,2019-02-07,12268,12268,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1307.26,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,HIREGENICS INC nan nan,0,0.1211342843801736,1
44,1003,OCRINV,5100061848,2019-03-29,2019-03-29,2019-03-20,12250,12250,RE,96,96,30085115,900 PRAXAIR DISTRIBUTION INC,53100101,53100101,nan_CUSTOMER,,C_ERP_BRAINW,,MIRO,-18.88,23,23,Inventory,Z003,USER,1,900 PRAXAIR DISTRIBUTION INC nan nan,0,-0.15647743463594266,-1
45,1003,EDIINV,5100087570,2019-05-03,2019-05-03,2019-05-02,12259,12259,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1297.2,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,"EXPERIS US, INC. nan nan",0,0.11383051273231809,1
46,1003,nan_REF_KEY1,5000076893,2019-04-24,2019-04-24,2019-04-24,12261,12261,WE,96,96,10189723,NYPRO PLASTICS & METAL PRODUCTS,53100101,53100101,nan_CUSTOMER,,FUCX4,,MIGO_GR,-699.84,23,23,Inventory,Z001,USER,3,NYPRO PLASTICS & METAL PRODUCTS nan nan,0,0.04434388608681217,1
47,1003,EDIINV,5100199744,2020-10-09,2020-10-09,2020-10-09,12085,12085,RE,81,81,10194386,RANGAM CONSULTANTS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,2318.25,23,23,nan_MATL_GROUP,Z001,SYSTEM,21,RANGAM CONSULTANTS INC nan nan,0,0.06776447210220937,1
48,1003,nan_REF_KEY1,5000066614,2019-04-08,2019-04-08,2019-04-08,12280,12280,WE,81,81,10037620,VWR SCIENTIFIC,64000101,64000101,nan_CUSTOMER,022637274/ADAPTER 1X15ML/EA,AUTOSYS,,MB01,146.55,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,VWR SCIENTIFIC 022637274/ADAPTER 1X15ML/EA nan,0,0.07981196026668647,1
49,1003,MANUAL,5100204715,2020-10-14,2020-10-14,2020-06-16,12071,12071,RE,40,40,30083393,BIO RAD LABORATORIES INC,53100802,53100802,nan_CUSTOMER,,SAGARPX,,MIRO,0.39,24,24,nan_MATL_GROUP,Z003,USER,19,BIO RAD LABORATORIES INC nan nan,1,-0.10447583255314374,-1
50,1003,EDIINV,5100053137,2020-03-13,2020-03-13,2020-03-12,17860,17860,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1577.2,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,"EXPERIS US, INC. nan nan",0,0.11460939631881084,1
51,1000,ACRSRM,1900110132,2020-08-24,2020-08-24,2020-08-19,12071,12071,KR,40,40,10003795,INFORMATION TECHNOLOGY SERVICES-EPR,40100102,40100102,nan_CUSTOMER,STATE OF NC - AUGUST 2020,C_ERP_PRA100,STATE OF NC - AUGUST 2020,,49.86,23,23,nan_MATL_GROUP,Z001,USER,1,INFORMATION TECHNOLOGY SERVICES-EPR STATE OF NC - AUGUST 2020 STATE OF NC - AUGUST 2020,0,-0.1258881588309707,-1
52,1003,EDIINV,5100132977,2019-07-05,2019-07-05,2019-07-04,12273,12273,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,916.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,HIREGENICS INC nan nan,0,0.12068771836282477,1
53,1003,nan_REF_KEY1,5000147933,2020-08-04,2020-08-04,2020-08-04,12084,12084,WE,81,81,10037620,VWR SCIENTIFIC,64000104,64000104,nan_CUSTOMER,RACK 5ML MCT FLOATING PP PK2,AUTOSYS,,MB01,20.28,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,VWR SCIENTIFIC RACK 5ML MCT FLOATING PP PK2 nan,0,0.06674813860163076,1
54,1003,EDIINV,5100123137,2019-06-21,2019-06-21,2019-06-20,12250,12250,RE,81,81,10020152,IS3C INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1002.32,23,23,nan_MATL_GROUP,Z001,SYSTEM,10,IS3C INC nan nan,0,0.08744876811540736,1
55,1003,EDIINV,5100193936,2019-09-30,2019-09-30,2019-09-28,12084,12084,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,6.15,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,STAPLES ADVANTAGE nan nan,0,0.11758132097250473,1
56,1003,nan_REF_KEY1,5000160810,2020-08-22,2020-08-22,2020-08-22,12084,12084,WE,81,81,10033097,INSIGHT DIRECT USA INC,64100101,64100101,nan_CUSTOMER,PLANTRONICS CALISTO - HEADSET,AUTOSYS,,MB01,303.33,47,47,nan_MATL_GROUP,Z001,SYSTEM,4,INSIGHT DIRECT USA INC PLANTRONICS CALISTO - HEADSET nan,0,0.0934928299968607,1
57,1003,nan_REF_KEY1,5000032147,2019-02-19,2019-02-19,2019-02-19,12071,12071,WE,81,81,10002390,MAINE STANDARDS COMPANY LLC,51000101,51000101,50142702,,BERGESX6,,MIGO_GR,209.95,24,24,Inventory,Z001,USER,24,MAINE STANDARDS COMPANY LLC nan nan,0,0.0656764044904547,1
58,1003,nan_REF_KEY1,5000078469,2020-04-27,2020-04-27,2020-04-27,12250,12250,WE,96,96,10002463,KNOX AND SCHNEIDER INC,53100101,53100101,nan_CUSTOMER,,DIAZJA5,,VL32N,-151.95,23,23,Inventory,Z001,USER,5,KNOX AND SCHNEIDER INC nan nan,0,0.06904299941239456,1
59,1003,nan_REF_KEY1,5000047895,2020-03-13,2020-03-13,2020-03-13,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,56640765,,BERGESX6,,MIGO_GR,157.0,23,23,Inventory,Z001,USER,26,SERACARE LIFE SCIENCES INC nan nan,0,0.07089077840178698,1
60,1003,EDIINV,5100165596,2019-08-21,2019-08-21,2019-08-21,12084,12084,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,12.94,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,STAPLES ADVANTAGE nan nan,0,0.11879431149232517,1
61,1003,nan_REF_KEY1,5000128981,2020-07-10,2020-07-10,2020-07-10,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,50143932,,PAWELGS,,MIGO_GR,127.0,23,23,Inventory,Z001,USER,26,SERACARE LIFE SCIENCES INC nan nan,0,0.06964036461624812,1
62,1003,nan_REF_KEY1,5000197895,2020-10-27,2020-10-27,2020-10-27,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,50142892,,PAWELGS,,MIGO_GR,104.0,23,23,Inventory,Z001,USER,26,SERACARE LIFE SCIENCES INC nan nan,0,0.06931291119477745,1
63,1003,MANUAL,5100035716,2019-04-11,2019-04-11,2019-02-21,12071,12071,RE,40,40,30083393,BIO RAD LABORATORIES INC,53100802,53100802,nan_CUSTOMER,,WADHWNX1,,MIRO,0.16,24,24,nan_MATL_GROUP,Z003,USER,19,BIO RAD LABORATORIES INC nan nan,1,-0.10095979953685141,-1
64,1003,nan_REF_KEY1,5000181991,2019-09-30,2019-09-30,2019-09-30,12071,12071,WE,81,81,10002390,MAINE STANDARDS COMPANY LLC,51000101,51000101,50171982,,BERGESX6,,MIGO_GR,104.0,24,24,Inventory,Z001,USER,24,MAINE STANDARDS COMPANY LLC nan nan,0,0.06661113666599444,1
65,1003,nan_REF_KEY1,5000201570,2019-10-29,2019-10-29,2019-10-09,12250,12250,WE,81,81,10034350,STERIGENICS US LLC,53120961,53120961,nan_CUSTOMER,,ANDINEX1,,VL32N,4694.4,13,13,Inventory,Z001,USER,12,STERIGENICS US LLC nan nan,0,-0.0001335130295315734,-1
66,1003,EDIINV,5100220949,2019-11-08,2019-11-08,2019-11-07,12250,12250,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1816.63,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,HIREGENICS INC nan nan,0,0.11311687739463827,1
67,1003,nan_REF_KEY1,5000080755,2019-04-30,2019-04-30,2019-04-30,12084,12084,WE,81,81,10037620,VWR SCIENTIFIC,64000103,64000103,nan_CUSTOMER,FILTER BTLTOP PES 45MM 1L CS12,AUTOSYS,,MB01,232.73,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,VWR SCIENTIFIC FILTER BTLTOP PES 45MM 1L CS12 nan,0,0.07822884622358961,1
68,1003,nan_REF_KEY1,5000050691,2020-03-19,2020-03-19,2020-03-19,12084,12084,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64000104,64000104,nan_CUSTOMER,ALEXA FLUOR 488 CARBOX 1 MG,AUTOSYS,,MB01,1047.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,23,FISHER SCIENTIFIC COMPANY LLC ALEXA FLUOR 488 CARBOX 1 MG nan,0,0.07458068182711886,1
69,1003,EDIINV,5100112530,2019-06-07,2019-06-07,2019-06-07,12085,12085,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,749.62,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,STAPLES ADVANTAGE nan nan,0,0.10848470641590169,1
70,1003,nan_REF_KEY1,5000181188,2020-09-25,2020-09-25,2020-09-25,12084,12084,WE,81,81,10037620,VWR SCIENTIFIC,64000101,64000101,nan_CUSTOMER,CONTAINER BIOHAZRD 6X6X10 CS50,AUTOSYS,,MB01,153.54,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,VWR SCIENTIFIC CONTAINER BIOHAZRD 6X6X10 CS50 nan,0,0.0796287604162993,1
71,1003,nan_REF_KEY1,5000019542,2020-01-31,2020-01-31,2020-01-31,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,56766325,,BERGESX6,,MIGO_GR,348.0,23,23,Inventory,Z001,USER,26,SERACARE LIFE SCIENCES INC nan nan,0,0.06333292110897232,1
72,1003,EDIINV,5100036625,2020-02-24,2020-02-24,2020-02-22,12084,12084,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,85.66,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,STAPLES ADVANTAGE nan nan,0,0.1179201892717992,1
73,1003,nan_REF_KEY1,5000110394,2019-06-10,2019-06-10,2019-06-10,12071,12071,WE,81,81,10032383,BIO RAD LABORATORIES INC,51000101,51000101,50143536,,BERGESX6,,MIGO_GR,1026.9,17,17,Inventory,Z001,USER,25,BIO RAD LABORATORIES INC nan nan,1,-0.007305971077593565,-1
74,1003,nan_REF_KEY1,5000018614,2019-01-31,2019-01-31,2019-01-31,12280,12280,WE,81,81,10037620,VWR SCIENTIFIC,64000103,64000103,nan_CUSTOMER,CRTGEL 10-20%TRS-HCL 12W 1.,AUTOSYS,,MB01,214.73,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,VWR SCIENTIFIC CRTGEL 10-20%TRS-HCL 12W 1. nan,0,0.07974795119190853,1
75,1003,EDIINV,5100080177,2020-04-24,2020-04-24,2020-04-24,12085,12085,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1994.25,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,"EXPERIS US, INC. nan nan",0,0.09983952594064849,1
